"No","User Name","Review Count","Review Time","Rating","Review Text"
"1.","jovi8331","2","2025-12-29","5","Hotelnya nyaman, kamar bersih, untuk breakfast banyak opsi dan pelayanan hotel ini cepat. lokasi kalau dari pintu tol Pasteur sangat strategis. Makasih kepada waiter namanya Natasya sudah bantu orang tua saya saat penyajian Kopi saat breakfast"
"2.","eksa irawaty","7","2025-12-22","4","Kemarin setelah CI saya langsung ke kolam renang dan duduk di resto sambil nunggu anak-anak berenang, mungkin disangka bukan tamu, jadi rada dicuekin, pas order juga kurang gimana gitu, baru setelah diinfo nomor kamar jadi rada ok. Keluarga suami cukup sering menginap disini, karena deket rumah. FO ramah & helpful. CS di chat Whatsapp juga sangat informatif. Tadi anak saya naik ke kamar gak bawa kunci dibantu karyawan hotel. Menurut saya ok sih, 4 dari 5. Terima kasih."
"3.","Alya Humaira","1","2025-12-29","5","Meeting package yang ditawarkan hotel ini cukup memadai untuk kebutuhan kegiatan bisnis. Ruang meeting bersih, nyaman, dan tertata rapi. Peralatan pendukung seperti proyektor dan sound system berfungsi dengan baik. Konsumsi yang disediakan sesuai standar meeting dan pelayanan dari staf cukup responsif terutama bu megah indoureen yg serta membantu selama kegiatan berlangsung. Secara keseluruhan, meeting package ini dapat menjadi pilihan yang baik untuk pertemuan kerja."
"4.","ferani Alphasa","8","2025-12-29","5","Pelayanannya memuaskan, kamar bersih. Makanan enak sarapan beragam, banyak menunya. Mba indri as waiters sangat membantu dan melayani tamu. Thankyou mba"
"5.","Muhammad Gilang","2","2025-12-15","5","Pengalaman menginap yang sangat memuaskan. Kamar bersih, fasilitas lengkap, dan pelayanan staf sangat ramah serta sigap membantu. Lokasi hotel strategis sehingga memudahkan akses ke berbagai tempat penting di kota. Sarapan yang disajikan bervariasi dan kualitas makanannya sangat baik. Sangat direkomendasikan untuk perjalanan bisnis maupun liburan"
"6.","beril untari","7","2025-12-29","5","Walau hotelnya lagi full tapi pelayanan staffnya above and beyond bgttt, makanannya beragam dari kemarin dan sangat enak2, pelayanannya cepat dan ramah, customer service oriented terutama staff Indri yang sigap dan cekatan dalam membantu. We have a great time here."
"7.","Firly Septian","5","2025-12-15","4","Saat saya checkin, terdapat kendala pendingin kamar rusak. Dari pihak hotel sangat membantu saya dengan memberikan penggantian kamar dan diberikan layanan complementary dan itu sangat bagus. Hanya saja minta tolong untuk dapat dilakukan pengecekan ruangan sebelum diberikan ke pelanggan. Selain itu lainnya sudah bagus, baik dari segi sarapan, pembersihan kamar, dan layanan pendukung seperti fitness dan spa."
"8.","Rini Sulistyowati","5","2025-12-15","5","Menginap di Holiday Inn Bandung benar-benar pengalaman yang menyenangkan. Pelayanannya ramah dan responsif, dari proses check-in sampai check-out semuanya terasa smooth dan profesional. Kamarnya bersih, rapi, dan nyaman, dengan housekeeping yang konsisten menjaga kebersihan setiap hari. Tempat tidurnya empuk, kamar mandi bersih, dan overall bikin istirahat jadi maksimal. Untuk makanan juga jadi highlight. Pilihan menu cukup beragam, rasanya enak, dan kualitasnya terjaga. Sarapan paginya lengkap dan fresh, cocok buat mulai hari dengan nyaman. Overall, Holiday Inn Bandung sangat recommended untuk staycation maupun perjalanan bisnis karena kenyamanan, pelayanan, dan kualitas makanannya."
"9.","Fitri Y","14","2025-12-15","5","Lokasi strategis dekat pintu tol pasteur. Rekomended untuk yang bawa keluarga. Banyak wahana anak dan permainan. Pegawai hotel ramah2 dan murah senyum terutama Mba Aiko. Menu sarapan enak2 seperti hotel bintang 5 sakin banyaknya belum sampe cobain semua 😅 Insya Allah klo jalan2 ke bandung lagi mau nginep disini lagi. Sukses Holiday Inn dan terima kasih atas pelayanannya 🥰"
"10.","Anastasia Rozalia Sigit Safitri","10","2025-12-05","5","⭐️ 100/10 — HOTEL TERBAIK, TITIK 😍🔥 Dari awal masuk sampai pulang, hotel ini bikin aku senyum terus 😭✨ Kamarnya bener-bener bersih, wangi, dan super nyaman. Tempat tidurnya empuk parah, lighting kamarnya aesthetic banget, dan setiap sudutnya keliatan dirawat. Rasanya masuk kamar langsung pengen rebahan seharian 😴💖 Staff-nya? GILA SIH RAMAH BANGET 😭❤️ Pelayanan cepat, helpful, dan selalu senyum. Bener-bener bikin ngerasa dihargai sebagai tamu. Mau minta apa pun, langsung di-handle tanpa ribet 🤩👌 Fasilitasnya juga lengkap dan semuanya keliatan terawat. Pokoknya vibes hotel ini tuh “tenang, nyaman, dan bikin betah LEVEL DEWA” 😆🙌 Singkatnya: HOTEL INI DEFINISI PERFECT. 100/10. Ga ada debat. Bakal balik lagi tanpa mikir dua kali 💯✨🏨 Kak Natasya"
"11.","Aura","27","2025-12-29","5","kemarin book kamar yg smoking room tapi sukaa bgt room gak bau rokok alias bersih bgt dan ada terasnya gituu. pas breaksfast banyak bervariasi, disini bisa berenang dan disebelah kolam ada billiard. bisa akses gym jugaa yg cukup banyak alat dan lumayan luas, trs bisa lanjut sauna—special thanks to kak nia, yg banyak bantu pas stay disini ✨"
"12.","Dinna Anastasya","12","2025-12-29","5","Kamarnya luas…tempatnya cozy banget, nyaman utk anak”…sarapannya lengkap, fasilitasnya lengkap, ada fitness, spa, billiar dan pingpong jg ada, bakal jadi hotel langganan kyknya, hehehe"
"13.","Lucky 999","2","2025-12-29","5","View sunset dari kamar lt 7, cakep. Tapi sunrisenya lebih cakep lagi. Sarapannya bervariasi, tidak ada yang membosankan. Bahkan wedang rondenya juga sangat menyegarkan. Amazed dgn mampirnya mas Jeremy ke meja kami just to say hello and give warmest greeting... Very friendly. Good job ..."
"14.","Dewi Nastiti","2","2025-12-29","5","HOTELNYA BAGUSSSS BANGETTT makanannyaa enak enakk variannya banyak kamarnya baguss cocok banget buat liburan bareng keluargaa!!! Pelayannya juga okee bangett +++ Kak Natasya BESTT SIHH super ramahh dan membantu banget BESTT HOTEL EVERRR"
"15.","Oktavia Aline","5","2025-12-15","5","Makanannya enak², sangat bervariatif, staf nya ramah². Kamarnya luas, bersih, fasilitas lengkap dan seneng banget donk dpt upgrade kamar gratis. Next klo ke bdg menginap disini lg.. ❤️"
"16.","Ida (Ida)","14","2025-12-22","5","Pelayanannya restaurant bagus dan ramah ramah, makanannya enak enak, pelayanan resepsionis juga bagus, kamar jug bersih. Ada acara bikin kue juga untuk anak-anak free, Next nginep lagi di sini, recommended 👍"
"17.","Wiguna Nugraha","1","2025-12-29","5","Pengalaman menginap di Holiday Inn sangat memuaskan, terutama dari segi makanan dan pelayanannya. Menu makanan yang disajikan sangat beragam, rasanya enak, dan kualitasnya terjaga dengan baik. Pelayanan dari seluruh staf juga ramah, cepat tanggap, dan profesional. Thank you Mas Yogi sangat membantu, komunikatif, dan memberikan pelayanan yang membuat kami merasa nyaman."
"18.","Cipong Korwil78","1","2025-12-22","5","Bagus banget hotelnya nyaman buat meeting dan juga menginap makanan enak dan komplit, pelayanan ramah dan sangat membantu apalagi saat dibantu oleh kak Lyla yang baik hati serta cantik juga... Makasih ya holiday mau deh Dateng ke sini lagi"
"19.","Grace Valentina","7","2025-12-15","5","Kamarnya bagus, nyamannn, sarapannya enakk2 banyak pilihan, pelayanan ramah, semua gercep minta sesuatu lgsg dibantu, pokoknya pilihan terbaik kalo ke bandung ya nginep di holiday inn"
"20.","Ema dheRusti","53","2025-12-22","5","Overall dari segi pelayanan, kenyamanan dan fasilitas bagus, bersih dan menyenangkan. Ramah dan helpfully semua petugasnya.... Sedikit masukan untuk tissue di kamar sebaiknya disesuaikan dengan tempat tissue yang digunakan. Terimakasih. Sukses selalu. Tingkatkan terus kualitas pelayanannya ya...."
"21.","reii","4","2025-12-22","5","Lokasi hotel cukup strategis dan mudah dijangkau. Sarapan pagi memiliki pilihan menu yang beragam dan rasanya enak. Fasilitas hotel juga terawat dengan baik, membuat pengalaman menginap semakin menyenangkan. Secara keseluruhan, Holiday Inn bandung sangat direkomendasikan untuk liburan."
"22.","Rahma Aulia","1","2025-12-29","5","pelayanannya bagus ramah makanan nyaa jugaa lengkap enak kamar room aman fasilitas oke menarik bagus pelayanan nyaa dilayani oleh kak Nisa terimakasih yah ❤️"
"23.","Salma Nabila","1","2025-12-22","5","Hotel yang bagus dan nyaman, dengan suasana christmas yang sangat bagus. meskipun saya islam tapi saya suka bgt hihihi, staff nya juga ramah ramah, saya di tawarin roti roti an gitu di resto saat breakfast dan enak sekali. Mba reception nya juga cantik baik dan ramah. saat ini saya dibantu Leysha dari GRO🤗"
"24.","Aprilia Shafira","13","2025-12-29","5","Makanan: makanannya banyak pilihan, stafnya standby dan sangat membantu, rasanya juga enak2 semua. Pelayanan: Indria, mbanya baik dan membantu melayani customer hotel, ramah2 juga."
"25.","Lastrie Mayawidhya","2","2025-12-15","5","Hotel yang sangat nyaman, kebersihannya juara dari kamar, kamar mandi, perlengkapan mandi sangat lengkap. Untuk mene sarapan sangat bervariasi dan rasanya tidak perlu diragukan lagi. Staff yg sangat membantu. Sangat direkomendasikan"
"26.","Zahra Raisa","1","2025-12-22","5","pengalaman menginap yang menyenangkan sekali, staff nya ramah ramah. saat anak saya berenang di pantai oleh petugasnya jadi saya merasa sangat secure sekali ya hotel holiday inn ini, makanan saat breakfast nya juga enak enakk bgt saya paling suka roti rotiannya. Pasti bakal nginep di Holiday inn bandung ini lagi karena sangat nyaman dan aman❤️"
"27.","Roni Wijaya","84","2025-12-15","5","Terletak di jalan yang sangat strategis, banyak travel ke jakarta, toko oleh² bandung berjejer tapi harus nyebrang. Stasiun kereta bandung cuman berjarak 3,x km. Ada kolam renang (dewasa 1,7m dan anak < 1 meter) di lantai G (lobby) dan bersebelahan dengan resto serta ada outdoor area antara resto dan kolam renang sehingga ortu bisa mengawasi anak renang sambil makan. Kapasitas resto cukup luas isa 100 orang dengan dominan menu Nusantara walau variasi kurang banyak menurut saya, tapi buah, telor, sosis, dominan ayam bagi saya cukup untuk sarapan. Kamar cukup bagus namun kartu tap jangan didekatkan handphone karena menyebabkan akses reset sehingga perlu re-setting ke resepsionis."
"28.","Farhan Nurul hakim fansuri","2","2025-12-08","5","Kamar-kamarnya bersih, modern, dan cukup luas. Tempat tidurnya nyaman, pencahayaan baik, dan fasilitas lengkap—mulai dari TV layar datar, meja kerja, hingga pilihan bantal yang bisa disesuaikan. Kamar mandi juga terawat dengan baik dan dilengkapi perlengkapan standar hotel, Dan pilihan menu sarapan cukup beragam, dari makanan Indonesia hingga internasional. Rasa makanannya konsisten enak, dan area restorannya nyaman dengan pelayanan mba natasya yang ramah"
"29.","Ilham Mubarok","1","2025-12-29","5","fasilitas kamar nyaa lengkap banget nyaman dibuat happy untuk sarapan nyaa jugaa enak lengkap banget dan di layani dibantu oleh ka nisa yang baik ramah banget pokoknya the best"
"30.","Faridatul Ummi","4","2025-12-05","5","Pengalaman yang mengesankan menginap di Holiday Inn Pasteur, terutama kualitas makanan dan pelayanan resto-nya. Jika saya bandingkan dengan beberapa hotel bintang 5 di kota besar, makanan di resto-nya lebih variatif dan pelayanannya lebih berkesan untuk ukuran hotel bintang 4. Untuk Mr. Steve, thank you so much for the warm service! Kami jadi bisa explore lebih banyak tentang menu dan service untuk anak kami. Kalau perihal kamar tentu kualitas standar IHG hotel tidak usah diragukan. Kamar sangat nyaman yang sudah dilengkapi dengan smart TV. Overall, I’ve had a really great stay at Holiday Inn Pasteur. Please keep up the amazing service!"
"31.","M Haikal Hendrya Putra","3","2025-12-31","5","sarapannya enakbangett aku puas sma pelayanannya saat saya breakfast di restorannya stafnya juga ramah,baik terimakasih buat mba hersa yang udah melayani saya dengan its the best❤️"
"32.","Jelly Vantani","9","2025-12-22","5","Hotelnya nyaman, staffnya ramah dan resnponsif, pelayanannya bagus. Terutama Mas Ilham terimakasih indomie gorengnya mas. Overall happy bisa menginap disini 😊"
"33.","Dewita Fu","4","2025-12-29","5","All good, breakfastnya lengkap. Kamarnya cukup kedap suara dan nyaman, kolam renangnya ada opsi 2 tempat, yg dibawah dekat area breakfast dan kolamnya cukup luas"
"34.","hara atasyriqi","2","2025-12-22","5","Pelayanan nya bagus, makanan nya enak enak sarapan nyaa lengkap enakk, mba Nisa pelayanan di resto nya bagus bgtt makasii yaa mbaaa🥰🙏 udah sering bangett event disinii"
"35.","Renosty AyiSagita","6","2025-12-29","5","Sarapan dan pelayanan nya bagus sekali, makanannya lengkap namun kali boleh ditambah batagor... Untuk Bunga yg melayani kami sangat ramah dan antusias.. Terimakasih pelayanan yang semoga sukses selalu"
"36.","Jerry pebriansyah","1","2025-12-29","5","Pelayanan nyaa sangat baik dan makanan nya bermacam macam jadi puas sekali dan mbak rini pelayanan nya sangat baik,ramah,murah senyum,dan best pokonyaaaa puasss sekalii pokonyaaaa"
"37.","Yurike","3","2025-12-29","5","Hotelnya bersih, fasilitasnya banyak.. Pelayanannya sangat baik.. breakfastnya jg banyak ragamnya.. Petugasnya ramah2 dan budaya melayaninya sangat baik, khususnya @mba Rini.."
"38.","Aderina D","29","2025-12-05","4","Room : Kamar spacious, bersih, lengkap dan ada pilihan bantal soft atau firm. Namun untuk kamar mandi agak lembab. Kamarnya kurang soundproof. Service : Mostly semuanya ramah, helpful. Proses check in juga cepat. Untuk di restaurant shout out to Mbak Nurma dan Mbak Karina yang attentive. Makasih juga Sales/Marketing Team - Mbak Arie yang provide room. Lokasi : Sayangnya lokasinya di pintu masuk Bandung jadi suka macet dan agak susah untuk commute di kota Bandung."
"39.","dina sutedja","1","2025-12-29","5","Waktu check-in, saya langsung disambut dengan ramah oleh staf di lobi — prosesnya cepat dan stafnya benar-benar membantu, bahkan ngasih rekomendasi tempat makan dekat hotel. Kesan pertama langsung positif. the best pokoknya👍🏻"
"40.","nafisah dewi lestari","1","2025-12-22","5","hotel nya strategis, makanannya banyak pilihan, staf nya baik apalagi bagian depan bikin saya senyum tiada henti, makasih banyak atas pelayanan nya mas Ilham concierge🤩"
"41.","Hamida Roslia","1","2025-12-29","5","makanan lengkap semuaa fasilitas lengkap semuaa aman enak nyaman pokonya mah ditambah di layani sama mba nisa yg senyum ramah banget ❤️"
"42.","Gita Paramita","6","2025-12-05","5","Kamar nya bersih, pelayanan sgt memuaskan, breakfast nya jg banyak macam dan enak2. Lokasi hotel juga strategis❤️🔥 Terimakasih utk teteh Nurma yg service di area resto pagi ini. Luar biasa pelayanannya🔥❤️"
"43.","Angela Adytha Putri","5","2025-12-29","5","semuanya best!!! service nya SEMUA karyawannya baik bgt. makanannya juga SEMUA GAADA YG GAGAL😭😭😭 kesini pas event malem natal, trs didatengin sama karyawannya buat diucapin selamat natal🥹🥹🥹 trs mas Miptah juga nyamperin buat nanyain rasa makanannya dan zuzur GA BOONG ENAK SEMUA😭😭😭😭😭"
"44.","lina mutia","20","2025-12-29","5","Menurut saya Holiday Inn Bandung Pasteur, Hotel recomended tuk keluarga maupun tuk urusan lainnya, Menu sarapannya banyak makanan asing dan indonesia [termasuk] Indomie dan Cilok, harga hotel terjangkau, Pelayanannya baik, ramah serta kekeluargaan, sertaTerima kasih pada Natasha [Waiters] dan Pak Ryàn [ SPV ] atas pelayànannyà yg Terbaik. 🙏🏻"
"45.","Widyani RI","63","2025-12-29","5","Salah satu hotel terbaik di bandung. Lokasi cukup strategis dekat dengan tol. Kamar bagus dan amenitiesnya lengkap. Sarapan juga sangat lengkap dan enak. Bisa menjadi opsi jika sedang berlibur ke bandung"
"46.","flore sur","3","2025-12-05","5","so far ini salah satu hotel di tengah kota yang oke. dari staff, resepsionis, semua sangat welcome. makanannya juga sangat bangat jenisnya, enak pula😁👍 sarapan juga oke banget, dibantu sama kak bunga dan kak ramadhani, baik² dan melayani👍 cuma karena tempatnya lurusan tol pasteur, jadi suka macet pas mau masuk/keluar"
"47.","fonny pena","2","2025-12-22","4","Hotel strategis, nyaman untuk anak, parkiran ok. Saya pesan 2 kamar, yg 1 jm cek in seharusnya jm 2, dpt kunci 2.30an, 1 kamar masih bau rokok, untuk makanan standar, untuk jenis soto kurang rekomendasi."
"48.","Yuarici Heria","11","2025-12-05","5","Suka dengan fasilitas kamarnya, selain fasilitas pd umumnya ada setrika dan papannya 💝 shower airnya juga kenceng. Restoran luas dan makanan beragam. Coklat panasnya luar biasa. Terima kasih Mas Ulwan yang telah membantu dg senang hati🙏"
"49.","Eliot Baga Wicaksono","18","2025-12-05","5","Kamar sangat rapih dan tersedia snack/ mineral cukup. Kamar mandi bersih dan tersedia peralatan yang lengkap. Menu sarapan yang disediakan beragam untuk sarapan, bisa pesan makanan lain di restoran yang tersedia. Fasilitasnya cukup lengkap seperti kolam renang spa dan lain lain. Special thanks to Natasya dan Bunga."
"50.","Josephine Jovanca","1","2025-12-05","5","Thank you banget buat kak Bunga sama kak Ramadhani for the pleasant experience staying di Holiday Inn Pasteur. Kamarnya bersih banget, peralatannya lengkap. The food is splendidd! Banyak bgt makanan yang enak, menu breakfastnya sangat beragam from traditional cuisines to western, oriental, even middle eastern. Lunch and dinner are also good, dan gercep banget untuk refill even sebelum traynya habis."
"51.","Arda Arasmita","2","2025-12-05","5","Pelayanannya sangat baik dan ramah, kamar bersih 👍🏻 makanannya super duper lengkap dan pastinya enak ya.. Kalau weekend padat ya guys. Menandakan banyak yang suka dan puas dengan pelayanannya 🫶🏻 Terimakasih es coklatnya kak Natasya 😊"
"52.","hello queenff","1","2025-12-22","5","Terimakasih Holiday Iin . Selalu memberikan pengalaman yang istimewa untuk staycation dan urusan bisnis, meeting . Service was amazing, makanan enak, dan tempat nya nyaman bersih ."
"53.","Andhin Fauzan","5","2025-12-05","5","Kamar luas, fasilitas lengkap dan pelayanannya memuaskan. Terutama di restonya, pelayan a/n @natasya sangat ramah dan sangat membantu pengunjung. Semoga pelayanan tetap terjaga dan semakin meningkat kualitasnya.."
"54.","Dewi Permayanti","1","2025-12-29","5","Suasana nya nyaman, ada tempat bermain nya juga jadi anak saya anteng main disana, kolam renang nya juga lumayan bagus. Makanan breakfast nya enak, ga nyesel liburan kesini"
"55.","Asih Suryati","3","2025-11-05","5","Saya menginap selama 4 hari. Kebetulan saya di nonsmoking room. Kamarnya nyaman, bersih. Layanan kamarnya oke, kebetulan ada anak kecil kamar mandi jadi sering basah, penggantian handuk dan keset dilayani dengan baik. Kamar lengkap ada setrika, shaver, hair dryer, pemanas air,kulkas. Kamar mandi juga lengkap ada hand wash, lotion, conditioner. Hanya di kamar ngga ada saluran tv lokal seperti RCTI. Untuk layanan restorannya, makanannya enak dan kids friendly. Ada kuliner lokal seperti lumpia basah, seblak, cilok. Trims Teh Vabia Untuk Fitness Center buka 24 jam, hanya kalau datang jam setengah 5 , kita sendiri yang nyalain lampu dan ACnya 😂 karena belum ada orang. Untuk lokasi, cukup strategis hanya kalau mau jalan ke tengah kota perlu gojek lagi."
"56.","Mamay Maya","1","2025-12-29","5","Di layani kak risa Pelayanan sangat ramah dan tempat nya sangat nyaman untuk menetap selama berhari hari , makanan juga enak sekali semua nya the best hotel in bandung"
"57.","mei uliyanti","2","2025-12-29","5","hampir semua makanannya enak. para staff ramah ramah dan servicenya good. hotel bersih. lokasi juga strategis. mau lunch disini juga 👍.worth it."
"58.","kansha monica","1","2025-12-05","5","-Lobby nya bersih 100, -Staffnya ramah 100, -Menu breakfast sangat kumplit sekali 100, -Room nyaman, Ada hairdryer dan setrika, jd bs nyetrika dl kl bajunya kusut pas d keluarin dr tas 100, -kolam renang depan resto, yg introvert pasti pilih ga renang krn merasa d liatin ama yg makan , 90 Jaya trs holiday inn"
"59.","Kiki Erti","1","2025-12-05","5","Hotelnya nyaman, pelayanannya bagus (ramah2 karyawannya), fasilitas kamar lengkap sampe handbody & conditioner ada, setrikaan juga ada 😄🫶🏻 ada playground buat anak2 juga ada kontes ngegarnish kue untuk anak2, ada coffee latte juga 😍 & banyak variasi makannya 🤗🥰 sevicer @bunga"
"60.","bainah rachma","6","2025-12-05","5","Untuk lokasi yg di pasteur termasuk strategis. Kamarnya bersih. Makanan nya juga bnyk varian. Pelayanan staffnya jg fast respon dan ramah. Ada mba vabia yg aktif berkomunikasi dengan tamu di resto dan membantu jika tamu memerlukan. Fix sih akan comeback lg ke holiday inn"
"61.","K","1","2025-12-05","5","Hotel nya nyaman bangett dan rapi, cocoklah buat yang suka trip ke bandung atau staycation. Proses check-in nya cepet, kamar wangi dan fasilitas nya juga lengkap, apalagi yang paling penting AC nya dingin!. Sarapan lumayan banyak pilihannya, overall enak enak. Yang paling ku suka itu pelayanan stafnya sopan dan membantu, thank youu sm!. Worth it untuk harga dan lokasinya yang strategis"
"62.","eko mardianto","7","2025-12-05","5","Menginap 3 hari untuk acara gathering sangat memuadkan. Kamar yang rapi dan room service yang profesional. Sarapan pagi d resto dengan berbagai menu dengan rasa yang cocok dilidah. Thank’s untuk kak Bunga dan kak Natasha untuk pelayanannya yang sangat ramah di resto."
"63.","Anita Kumala Sari","6","2025-12-05","5","Service nya the best. Dari Resepsionis nya ramah, cepat & sangat membantu. Terutama saat request untuk note di kaca & slice cake. Saat breakfast makanan nya enak. Service nya excellent. Terbantu banget sama Mbak Bunga & Mbak Hersa. Kamarnya juga nyaman."
"64.","noormia jumiati","2","2025-12-05","5","Terimakasih untuk mb ekaria yang bantu dan ramah banget sama anak saya yang lagi susah makan. Sukses selalu buat mba ekaria. Dan untuk makanan di sini ok banget Untuk Pak Igun manager F&B sukses selalu. Untuk mba nurma terimakasih juga udah memeberikan pelayanan yang baik... Sukses selalu Holiday inn Terimakasih juga buat mba bunga dan mba hersea atas pelayanan nya sukses selalu ya Utk pak stevie dan pak sofyan salam hangat dr ica"
"65.","Rachmania Free","4","2025-11-05","5","Lokasi dekat pusat kota, kamar nyaman, pelayanan di kamar juga responsif, pelayanan sarapannya juga selalu ramah, apalagi kalo jadi member pasti suka ada reward lebihh.. pak steve best beliau ramah bgt sih tiap saya breakfast pasti beliau selalu nyapa dan tau dessert apa yg saya sukaaa. Mba nurma juga ramah dan helpfull. saya suka nginep disini, mungkin kalo saya kebandung lagi akan jadi rekomendasi tempat nginap yang akan saya tuju🤍 Tingkatkan terus pelayanan dan keramahannya.."
"66.","Embo Embe","1","2025-12-22","5","Hotelnya bagus banget meeting enak ada smooking area di loby kebingungan saya dibantu dengan kak lyla yang ramah baik hati sebagai front office makasih"
"67.","Raden Muhammad Afarel Annawar","1","2025-12-05","5","Jika diukur dari pengalaman tamu dan fasilitas yang ditawarkan, Holiday Inn Bandung Pasteur memberikan pengalaman menginap premium. Terutama dalam hal pelayanan, kenyamanan kamar, dan fasilitas umum. Kualitas layanan dan fasilitasnya sangat bisa bersaing dengan hotel mewah. Untuk tamu bisnis, keluarga, maupun wisatawan yang menginginkan kenyamanan tanpa harus bayar terlalu tinggi sebagai hotel ultra-luxury, ini adalah pilihan sangat solid."
"68.","melly Hastanti","3","2025-12-05","5","Luar biasa... keren lah Kami berulang kali kesini keren semua dari beberapa pengaturan. Dari semua teamnya bagus... Ibu GM org surabaya yg sangat ramah. Makanan yg enak bnyak farian Team Bangquet (p igun) yg fast respon Ruang meeting dan ballroom yg bagus Team Salesnya fast respon Tetap semangat lah... Sehat&Sukses terus...❣️"
"69.","Monica Ellen P.W. Handoko","6","2025-12-29","5","Pelayanan ramah semua, kamar nyaman, bagus.. diassist sama Mas Rian & Mba Fina atau siapa ya namanya, best"
"70.","Ermalia Turnip S","5","2025-12-30","5","Bagus dari segi kebersihan, service-nya oke, makanannya lumayak tapi boleh dibuat lebih bervariasi lagi menu makanan beratnya. overall oke!"
"71.","Isni Utami","13","2025-12-05","5","Thank you Holiday Inn. Happy bgt bs nginep disini. Pelayan nya baik, menu sarapan nya berlimpah, enak2 semua. Fasilitas lengkap. Pool nya ada yg outdoor & indoor. Sbg member IHG, dapat perhatian lbh dr semua staff nya, salah satu nya Mbak Natasya. Salah saty hotel rekomended di kota Bandung 🫶🏻"
"72.","deasy seidy","3","2025-11-05","5","Saya bersama anak2 menginap selama 2jari. Saya sangat terkesan dengan pengalaman menginap di Holiday Inn Pasteur Bandung, terutama dengan kualitas sarapan pagi (breakfast) yang luar biasa. Variasi makanannya lengkap, mulai dari menu lokal khas Sunda sampai pilihan internasional seperti omelet station, roti, dan salad segar. Semua hidangannya terasa lezat dan disajikan dengan tampilan yang menarik. Yang paling berkesan adalah pelayanan dari Pak Yana di area restoran. Beliau sangat ramah, sigap, dan penuh perhatian pada setiap tamu. Saat saya datang diresto, Pak Yana menyapa dengan senyum hangat dan langsung membantu menawarkan sarapan apa yg kami butuhkan. Pelayanan seperti ini membuat suasana sarapan terasa lebih menyenangkan dan membuat saya ingin kembali lagi ke Holiday Inn Pasteur. Terima kasih untuk team restoran Pak Yana 🤩 👏 atas pelayanan terbaiknya sejak hari pertama sampai hari terakhir kami menginap di Holiday Inn Bandung Pasteur."
"73.","aqila nurul hidayah","1","2025-12-05","5","baru banget coba nginep di hotel ini, dan yapp sangat memuaskan dari segi apapun!! cocok banget buat yang suka main ke bandung atau sekedar staycation gitu terus pilihan breakfast nya juga oke semua, banyak juga. thank you buat staff yang udah bantu selama check-in! ramah polll"
"74.","Kevin Robby","6","2025-12-05","5","So far, pelayanan di hotel ini bagus banget dan saya sangat puas dengan fasilitas yang diberikan. menu breakfast juga lengkap berbagai macam makanan alias negara lengkap dan sesuai apa yang saya butuhkan. makasih buat kakak bunga karena telah membantu saya"
"75.","Ervindra Noval (37 Project)","12","2025-12-05","5","Bener-bener hotel yg nyaman dekat dg pintu tol pasteur, dpt kamar lt 6 d tower premium ada kolam renangnya dg fasilitas super lengkap. Sarapan d resto dg menu super duper banyak, salah 1 resto dg menu trbanyak sejauh ini yg pernah saya temui, mantap banget"
"76.","Dina Susilawati","1","2025-12-05","5","Makanannya enak2, udah 2kali kesini selalu puas, mksh bnyk pelayanannya bagus, ini dibantu sama mba Lila, ramah udah cantik, baik hati lagi, pokonya puas dech berkunjung ke hotel ini, makasih banyak."
"77.","Ranti Kemala","3","2025-12-05","5","Pengalaman meginap yang menyenangkan, kamr luas, menu sarapan yag bervariasi dan kegiatan untuk anak2 yang seru. Walau kemarin sedang full occupancy tapi semua staff masih tetap atentif dqn dull senyum.. terimakasih ka Arini, ka Ratu dan Ka Novi.. ❤️❤️"
"78.","Kumala Wardani","24","2025-12-29","5","Seminggu holiday di Bandung dan ini hotel yg ketiga. Hotel paling the best, pelayanan oke, kamarnya juga oke dan breakfast nya istimewa. Worth it sama harganya.. Puas disini.."
"79.","Koperasi Gatra","1","2025-12-05","5","kamar kami awalnya ada tiang, tp kami bisa segera pindah hari itu juga. Pelayanan sejauh ini bagus, ramah dan efektif. makanan cukup bervariasi dan lengkap terima kasih khususnya untuk Ibu Bunga dan Ibu Ramadhani"
"80.","Prima Mb nuwa","2","2025-12-05","5","Makanan saat breakfast bervariasi dan enak, ruangan makannya luas dan pelayanan secara keseluruhan baik dan waiter nya mba Herda ramah dgn senyum dan cepat. Gak nyesal nginap di hotel Holliday in."
"81.","rilla martaleta","6","2025-12-05","5","Kamar nyaman dan luas Menu sarapan bervariasi Pelayanan staff di resto sangat ramah dan cekatan, terima kasih untuk mba ramadhani dan mas fauzan untuk pelayanan breakfastnya"
"82.","Evi Puspitawati","2","2025-12-05","5","Makanan breakfast nya bervariasi banyak macam mulai Dari Makanan Asia, western Sampai ke jajanan pasar juga Ada. Kak Bunga Dan Kak Hersa juga sangat membantu Kami. Will be back again in the next time Holiday Inn"
"83.","Risvy Marlique","1","2025-12-05","5","Pelayanan sangat memuaskan ketika sarapan di tawarin salah satu menu sama pa sopyan dan lia. Good job! menu sarapan beragam, kamarnya nyaman sekali"
