User Name,Review Count,Rating,Review Text
anggi sofya,1,5,keren nih fasilitas oke harga sesuai dan pelayanan nya mantap poll ka andini terima kasih banget ramah dan sopan bgtt ih
Shafa Annisa,4,5,staff nya ramah kamar over all memuaskan kolam renang juga nyaman akses transum juga mudah saat check keluar dibantu oleh staf irwan yang sangat amat membantu
Dina Fitri,3,5,hotel ini sangat bagus nyaman dan bersih saya sangat terkesan dengan pelayanan staff yang sangat baik terutama dari kak ezii yang sangat profesional dan ramah kamarnya luas bersih nyaman dan fasilitas yang tersedia dihotel ini juga sangat lengkap recommended banget
Bang Mamad,473,5,sebagai orang yang sering menginap di berbagai hotel saya berikan ulasan objektif hotel ini nyaman lokasi dekat halim viewnya indah dan siapapun yang melihat ulasan ini subscsribe channel youtube kami perjalanan senja dan follow fb bang mamad
Muhamad nur Alwan,2,5,kamar nya bagus makanan enak lengkap banyak pilihan dekat dengan lrt juga terimakasih kak andin resepsionis
Aditya Leo,25,5,pengalaman menginap yang luar biasa kamar bersih rapi dan sangat nyaman staf hotel sangat ramah dan profesional selalu siap membantu dengan senyum lokasinya strategis dekat perkantoran sarapan yang disediakan juga enak dan variatif sangat direkomendasikan untuk yang mencari penginapan berkualitas dengan pelayanan terbaik terimakasih atas staff a n andin
Muhammad Yusuf Adriansyach,6,5,pengalaman sangat mengesankan selama menginap di harper sini mulai dari makanannya variatif banget dan staffnya sangat ramah terutama mas ezii terima kasih harper
trio unicorn,20,3,makan siang disana karena memang ikut kegiatan bersama yang tidak bisa saya sebutkan saat di bagian ikan tinggal tulang2nya saja bnr2 tulang saja padahal itu baru jam 1 saya tanya mbak2nya katanya lg diambil pak saya sampaikan idealnya sebelum habis stock sudah diambil tidak lama datang mas2 blg sesuatu ke mbak nya lalu mbak nya menyampaikan ke saya maaf pak ikan nya sudah habis ketawa ngakak dibelakang saya masih byk org belum makan dan itu baru jam 1 jam 1 kalau jam 2 jam 3 its oke make sense lah jangan mentang2 kita bundling paket makan trus ada 1 spot makan abis sekelas harper lho yang kita tidak 1x 2x disini akhirnya saya n tmn2 saya dan mungkin yang di belakang2 itu cm dpt kuah nya saja 1 kalau stok terbatas mending tidak dimunculkan dalam paket bundling kalau memang masih ada stok yaa segera diambil dihilangkan jangan karena capek atau males akhirnya jadi ada jawaban ganda tapi overal makanannya enak2 cm ya itu evaluasi saja karena yang makan di belakang saya itu bukan org biasa tapi pejabat2 jelas mrk segan tidak komplain makanya saya mewakili mrk2
Elsa Tamara Shalsabila,2,5,servicenya bagus lokasi strategis dan makanannya enak2 banget semuanya trus kebersihan kamarnya jg top banget jadi nyaman banget tidur 8 jam di sini selama 4 hari 3 malam
yudha manggala,8,5,pengalaman yang menyenangkan menginap disini andin staff yang ramah dan sangat membantu selama kami stay disini
par bowo,1,5,harper top untuk fasilitas dan kamarnya cocok untuk keluarga istirahat jadi nyaman disertai pelayanan staff yang ramah dan baik terutama pak ezii terimakasih sudah dibantu
RETNODN,34,5,makanannya enak2 tidak ada yang failed kamar mandinya saja sih yang jauh kalau ikut acara meeting di sana di pojok pulak terpencil
Mawar Ayu Wulandari,1,5,hotel bagus kamarnya nyaman dan bersih dan untuk kamar mandi terjaga kebersihannya apalagi untuk kasurnya nyaman dan wangi karyawan ramah houskeeping nya baik suka membantu kalau butuh apapun the best pokoknya hotel harper
Mona Sylviana,4,5,stay untuk menginap kegiatan diklat pengalaman yang sangat baik dan mengesankan dibantu oleh mas ezii dan mba olive terkamakasih
Kathleen Ceciliana,3,5,tenang nyaman kamar bersih kolam renang nya cukup besar pelayanan mas ezi ramah dan membantu
Dhimas Aryatama,6,5,tempatnya cukup strategis dekat dengan bandara halim dan stasiun kcic memudahkan saya untuk perjalanan bisnis ke jakarta staf front office nya ramah thakns kak andin sudah membantu selama saya menginap di harper mt haryono
Hysima P,1,5,menginap di hotel ini sangat menyenangkan lokasinya strategis dekat dengan stasiun kereta dan pusat perbelanjaan kamarnya bersih nyaman dan memiliki pemandangan yang indah stafnya ramah dan membantu sarapan prasmanannya juga enak dengan banyak pilihan sangat merekomendasikan hotel ini untuk penginapan thanks ezii sudah membantu bawa barang barang dan dipanggil kan taxi this hotel was a great stay it s conveniently located close to the train station and shopping centers the rooms were clean comfortable and had beautiful views the staff was friendly and helpful the breakfast buffet was also delicious with a wide selection highly recommend this hotel for your stay thanks to ezii for helping me carry my luggage and calling a taxi
Fika Zafa,1,5,kami sudah lebih dari 2x nginep di harper mt haryono pelayanannya bagus makananny jg enak dan jarak nya dekat dengan tempat acara kami
winartutik w,3,5,untuk makanan disini enak enak dan bervariasi pelayanan nya sangat ramah sekali terimakasih banyak kak nurul mantap
Chandra Junaidi,1,5,ezii fasilitas sangat lengkap di tambah dengan restauran menunya sangat lengkap rekomendasi nginap kembali suatu saat apabila ke jakarta terimakasih
Rahadiyan Arifianto,2,5,servis bagus makanan berasa yang pasti fasilitas tidak kalah baik special thanks untuk mbak andin
Benedicta Adinsa,4,5,aman tidak ada kendala semuanya oke pelayanan ramah dari kak andin resepsion makanan di resto enak dan lengkap
Ari Alamsyah,1,5,fasilitas bagus dan lokasi hotel strategis dekat stasiun kamar nya bersih serta pelayanan staff nya ramah ramah khusus nya kak ezii sudah membantu membawa barang kita
Sunarto Sunarto,1,5,ezii kami sekeluarga tinggal di harper melihat fasilitas dan layanan yang diberikan sangat baik karyawannya juga ramah dan kooperatif lingkungannya pun sangat bersih semoga trus dapat di tingkatkan untuk kedepannya jadi pengen lagi nginap di harper
yunita hapsari,2,5,pelayanan baik kamar nyaman pengalaman menginap disini cukup memuaskan dibantu oleh mas ezii untuk bawa barang barang
Wisma Triodara,4,5,menginap 4 hari 3 malam disini room nyaman cek masuk cek keluar cepat staff ramah apalagi bagian cleaning service nya
sintha putri,6,5,kamarnya luas dan nyaman hanya saja lampunya agak kurang terang sehingga saat make up kurang cahaya tapi secara keseluruhan sangat nyaman tinggal disini makanannya enak dan cukup lengkap nyaman sekali menginap disini irwan
Febryanti Susanto,1,5,kamar cukup luas nyaman dan bersih hanya mungkin butuh sedikit tambahan lampu supaya lebih terang agak memudahkan jika akan bekerja dengan laptop irwan
Mutiamuhaiza Putri,1,5,kamarnya sangat nyaman dan bersih staffnya luar biasa ramahnya dan lokasinya sangat strategis saya sangat merekomendasikan hotel ini
Muhammad Adriyanto,4,5,untuk pelayanan check masuk sangat baik ruangan cukup luas sempat ada kendala di kamar mengenai remote tv yang tidak berfungsi sisanya bagus
Ahmad syhptra12,1,5,sarapan nya bervarian kamar nya juga nyaman pelayanan resepsionis cepat dan ramah ezii
M MUKTI BAYU RAMADHAN,2,5,kamarnya nyaman dan cukup luas sarapan bervarian dan juga pelayanan baik untuk karyawannya ezii
Afif 2332,1,5,pelayanan nya oke banget dan kamar nya nyaman mba andin membantu pada saat check keluar
Romi mubarok,2,5,pengalaman positif bisa mencakup kamar yang bersih dan nyaman staf yang ramah dan membantu serta fasilitas yang memadai seperti kolam renang atau pusat kebugaran terimakasih mas ezii
Chaitrin Sabila,1,5,hotel nya cozy banget sih buat staycation disini dari lokasi yang strategis kamar dan toilet nya juga bersih ditambah staffnya ramah ramah
Derien Xavier,4,5,kamarnya luas karena suite room ac dingin kasur nyaman ada ruang tengah yang bisa buat santai kolam renang bersih airnya dingin lokasi lumayan strategis dekat sama lrt sarapannya enak staf hotelnya ramah kalau ada keluhan langsung gerak cepat membantu pelayanannya bagus pokoknya tidak nyesel deh nginap disini balqis
Adi Setiawan,1,5,kamarnya bersih nyaman ac nya dingin untuk kamar mandinya bersih banget akses nya sangat mudah dekat dengan stasiun lrt pelayanan nya ramah banget teruma untuk staff housekeeping nya sangat ramah sekali recomended banget pokoknya
HKA KUTEPAT,1,5,pelayanan karyawan baik untuk kamar dan sarapan sangat memuaskan cekout dibantu oleh mas ezii resepsionis
Steven Henrico,10,5,kamarnya nyaman dan cukup luas pelayanan cukup baik sayang ac nya kotor
Adhie Wora,4,5,servicenya bagus lokasi strategis dan makanannya enak2 banget semuanya trus kebersihan kamarnya jg top banget jadi nyaman banget tidur 8 jam di sini selama 3 hari 2 malam
wulandari puji rahayu,1,5,service nya baik sekali hotelnya nyaman bersih karyawan ramah menu sarapan banyak pilihan rasanya enak
Mirzaul Ar Rofi Ababil,4,5,cukup puas dengan pelayanannya terutama di restonya banyak sekali pilihan menu dan enak terimakasih kak serly
Tito Rusianingrat,30,5,suasana nyaman kamar kedap suara makanan untuk sarapannya enak dan cukup lengkap rekomen sekali nginep disini
jacky gunawan,136,5,tempatnya bersih nyaman makanan banyak bebas pilih ac dingin toiletnya bersih kamar nyaman terima kasih banyak untuk mas ezii super duper ramah
davina putri,1,5,hotel yang cozy banget sih buat staycation disini lokasinya strategis dekat dengan mrt pelayanan yang ramah kamar dan kamar mandinya bersih
Reka Pertiwi,1,5,kamar nya nyaman dan menu makanan bervariasi saat sarapan serta pelayanan baik from ezii
Yohanes Joni,1,5,hotel yang cocok untuk liburan keluarga makanan nya enak pelayanan kak andin resepsionis sangat ramah
Rizky Fernanda,1,5,hotel nya luar biasa saya meeting disini dan sangat puas dengan fasilitas dan pelayanan yang diberikan selain itu saya juga menginap di hotel ini dan saya sangat senang dengan kebersihan dan kenyamanan kamar thanks harper
Ryan Budianto,4,5,overall bagus lokasi strategis yang perlu di improve adalah pelayanan room service lebih cepat lagi trims
Kamujua 1014,1,5,makanan enak kamar nya nyaman tidak berisik tempat nya strategis staff andin ramah
Komar Udin,17,5,mantap untuk makanan dan kamarnya memuaskan nyaman pelayanan ramah mas ezii
Kusuma Magribi,1,5,puas nginap disini selain kamar nya nyaman makanan nya enak pelayanan nya juga hangat thanks harper mt haryono andin
Nandang Romansah,7,5,ezii pelayanan dan fasilitas cukup bagus serta resto yang lengkap dari segi menunya thanks
Vino Kenzo Rafengga,1,5,makanan enak tempatnya nyaman untuk staycation sama keluarga terimakasih untuk mas ezi pelayanan
Maulida Galih Pawestri,6,5,dengan rate yang affordable tapi dapat kamar yang luas dan bersih bikin saya keluarga betah 2 malam stay disini staff ramah makanan cukup enak fasilitas oke cuma mungkin lokasinya saja agak masuk ke dalam perumahan tapi selebihnya pengalaman kami menginap disini sangat memuaskan terimakasih harper
Ramdani Hehe,2,5,overall kamar bagus bersih dan sarapannya enak pelayanannya ramah terimakasih kak andin
Danu Sucipto,1,5,untuk restauran nya disini nyaman apalagi pelayanan mbak nurul ramah makanan enak bervariasi top mba nurul
Wisnu 09,3,5,roomnya nyaman untuk viewnya juga bagus dan dekat dengan stasiun lrt sherly reseption
Aiida Riyanto,15,5,hotelnya bersih nyaman dan makanannya enak2 yang terpenting ac nya dingiinn sherly
syuraci Handika,3,5,kamarnya bersih fasilitas oke bisa netflix an sampe puas staff nya ramah ramah khusus nya mas ezii terimakasih sudah membantu bawa barang saya
goldendiamond diamond79,1,5,untuk makan siang nya cukup enak dan ruang meetingnya juga nyaman sherly
Cjp putri,4,4,hotel yang sangat rekomended dengan harga rate room yang masih masuk di kantong lokasinya juga strategis bisa naik transjakrta karna sebelahnya percis banget halte tj mrt dan bisa pesen ojekonline room kamarnya sofar oke banget cukup untuk saya mengginap bersama keluarga dari fasilitas wifi kenceng kolam renang yang besar dan ada juga kolam untuk anak tempat gym hairdryer waterheater alat mandi kopi teh dan setiap lorong tersedia dispenser untuk air minum cuma minus tidak ada playground nya tapi gpp anak diajak berenang juga sudah happy kebetulan saat menginap disini sudah include breakfast untuk makannya enak dan cukup lengkap yaa check in check out juga sangat cepat prosesnya masukan sedikit untuk kamar mandinya sedikit berbau kurang sedap mohon untuk menaruh pengarum disetiap sela pojok kamarmandi tapi next bakalan sering staycation disini lg sih sukses terus harper mt haryono cawang
Heri Purwanto,6,5,secara over all sangat baik hanya ac kurang dingin dan sedikit berbisik suara kipasnya makanan fariatif dan enak serta layanan sangat bagus ada mas irwan sbg front officebyg ramah dan menyenangkan
Muhammad Firman Pratama,5,5,kamar nyaman bersih air minum tersedia dengan mudah untuk refill ezi
klara indra pratiwi,17,5,makanannya bervariasi jadi banyak pilihan enak pelayanannya ramah kebetulan stay disini ambil paket yang ada makan malamnya makan malamnya juga enak dan bervariasi terima kasih harper mt haryono terima kasih mas irwan atas pelayanannya sangat membantu
Doni Han,1,4,sherly terimakasih hotel harper lakaynannya menyenangkan dan kamarnya nyaman sarapannya lengkap ada menu untuk anak anak terimakasih
Rommy Wijaya,3,5,kamarnya luas dan nyaman pelayanan staff baik dibantu cekout reception mbak aya mas ezii
Siti Aisyah Sita,8,4,makanan di roti yang ada tunanya msh ada tulang ikannya begitu juga di saladnya overall semuanya okeh sih
Irkar,1,5,untuk makanan baik enak bervariasi mbak nurul ramah sekali terimakasih sudah membantu
Andar Jumailan,1,5,alhamdulillah hotelnya nyaman kamar bersih ac dingin makan pagi joss banyak pilihan menu
Siti Aisyah Ainulyaqin,5,5,selama saya menginap di hotel fasilitas lengkap tidak ada kendala dan juga karyawannya ramah terutama kak andin
dorotea nugraheti,5,5,sejak dari check masuk keramahan karyawannya sudah terasa mereka mengingat detail setiap tamunya bikin betah saja deh
Maulida Rachmawaty,2,5,akses masuk agak susah karena maps mengarahkan jalan tikus special thanks to mba andin dan mas irwan atas pelayanannya
Dohri As'Ari,1,5,menu makanan cukup baik apalagi ada jamunya serta ramah pelayanannya terimakasih mba nurul
Steven Fernanda,1,5,ruangan nya oke lokasi strategis memudahkan untuk mengakses kemana pun makanan juga lengkap terimakasih kak andin
Yana Kurnia Dewi,5,5,makanan enak pelayanan baik ramah untuk smw petugasnya sukses selalu mas ezii dan hotel harper
Asep Rachman,1,5,"pelayanan resepsionisnya sangat ramah, kamarnya juga oke, makan siangnya enak"
Puji rahayu,1,5,alhamdulilah menunya makannya enak dan beragam dibantu pelayanan mas ezii ramah murah senyum
Ranggi Purba,8,5,pelayanannya bagus makanannya enak cuma ada tambahan untuk tambahan meinu sayur lebih diperbanyak jenisnya over all is good pelayannya juga ramah best irwan
Gutsss,1,5,kamar nya bagus wangi dan bersih juga pelayanannya sangat ramah terimakasih untuk ci co andin
Dina Karina,1,5,hotel lengkap dekat kemana2 kamar dan viewnya juara terima kasih mba andien atas service nyaa
Eri Syahputra,1,5,tempat yang nyaman untuk istirahat perjalanan pelayanan nya juga bagus dan ramah dibntu dengan kak andin
Atthariq Laksono,5,5,kamarnya lumayan cukup luas lokasi dekat stasiun lrt ezii
Mr Gemoy,1,5,saya menginap 5 hari di sweet room pelayanan baik baru pertama masuk wastafel buntu tapi setelah dilaporkan cepat diperbaiki makan banyak variasi btw smua bagus hanya untuk air mineral yang biasa ada dikamar diganti harus mengambil di dispenser yang letaknya di depan kamar2 saran seharusnya mineral botol tetap ada dikamar dan kalau mau tambah air baru ambil di dispenser
Lusi Yani,2,5,kamarnya bersih di resto overall makanannya enak enak staff nya ramah ramah terima kasih mas ezii sudah dibantu
Zefry Darmawan,1,5,makanan waktu sarapan bervarian kamarnya juga nyaman pelayanan baik ezii
Nea Anggre,1,5,hotelnya nyaman makanan nya enakk banget pelayan restaurant nya juga ramah dan sangat membantu saya dilayani dengan baik dengan mba andini terimakasi
Sahrul Karisa,1,5,kamar nya oke fasilitas lengkap pelayanan mba andin front desk sangat ramah thanks harper
Setiawati Tia,1,4,makanan dan minumannya enak servicenya cepat dan ramah dibantu ambilkan tomyum mba faiza sukses terus harper
Rayda,16,5,kamar nyaman pelayanan oke makanan banyak variasi cuma agak masuk kedalam saja lokasinya
Azmi Arda,1,5,hotelnya nyaman banget kamarnya wangi ac dingin stafnya juga helpful semua mas aldi dan mas ezii
Zulfi Buzairi,3,5,untuk makanan di hotel ini alhamdulillah rasanya enak dan sesuai dengan daerah khas jakarta untuk bimbingan dari pak irwan salah satu karyawan di hotel ini juga baik dan memberikan penjelasan cukup jelas karena hotel ini dekat sekali dengan stasiun lrt
Anjani Rianto,5,5,sangat recommended untuk staycation keluarga pelayanan juga baik untuk resepsionis kak andin sangat ramah dan membantu
rizal daful,1,5,kualitas pelayanan baik dan ramah kamar rapih dan bersih sherly
Prima Soultoni Akbar,4,5,pelayanan baik tempat lumayan strategis dekat dengan bandara halim makanan lengkap mantap nurul
Ratna Widyaningtyas,20,5,overall sarapannya enak dan pelayanannya baik terutama kak ezii ramah
Alisa maulidia,1,5,menginap di hotel ini sangat menyenangkan akses yang sangat mudah fasilitas nya juga terbaik kamar nya bersih dan pelayanan nya yang sangat ramah
Ebi Lita,8,5,proses check masuk cepat bisa early check masuk karena kamar sudah ready kamarnya cukup luas bersih kamar mandinya jg luas water heaternya cepat makanan breakfast cukup bervariasi rasanya enak petugasnya ramah ramah ada mba vera yang ramah menyapa tamu lokasi strategis karena dekat stasiun lrt gampang mau kemana mana
mahdi kamal,6,5,kamar layanan oke
Juan Ery setiawan,1,5,lumayan nyaman menginap di harper karna pelayanan nya sangat baik para staff nya ramah kamar nya rapih dan bersih kamar mandi nya pun bersih dan wangii
dhita angelina,19,5,mba sherly sangat ramah danmenolong dalam service yang kita butuhkan happy with this hotel service thank you
Yee Qiu,1,5,hotel nya nyaman kamarnya bersih dan elegan staff ramah ramah untuk kak ezii terimakasih udah di bantu
Ayu Rizki,4,5,hotelnya nyaman servicnya bagus staf dan reseptionist seperti mba andin juga raham dan informatif
Obrien Fayol,2,5,makanan dan minumannya cukup enak pelayanannya ramah suasana nyaman dekat kota dan lrt nurul tq ya atas pelayanannya
Giovanni Sarwono,1,5,mas ezii ramah dan asik ngobrol sangat baik dan makanan full variasi cocok dan recomend untuk mengisi event
Riski Mahesa,2,5,pengalaman menginap disini sangat puas kamar dan kamar mandinya bersih stafnya ramah dan fasilitasnya sangat baik dan cukup lengkap
Agus Triono,4,5,pelayanan nya memuaskan yang telah dibantu oleh staf yang bernama mas ezi dalam proses co semoga sukses selalu
Yuswar Azli,6,5,pelayanan baik dan raman wajib nginep d sini dan ktm sama resepsionis yang baik namanya andin terima kasih
Ardilla Mahrik,3,5,terima kash untuk pelayanan respon room nya jga baik termasuk makanannya enak dan kids friendly tadi kami di bantu oleh mas irwan di resto terima kash dan terus tingkatkan pelayanannya
Ardiansyah Pratama,1,5,top semua dari segi makanannya makanannya petugas melayani dengan baik dan ramah ezii
Bram Kurniady,3,5,kamarnya nyaman tidak ada kendala semuannya oke pelayanan dari kak andin resepsionis juga sangat baik thanks harper
Reza Andika Pamungkas,4,5,kamarnya nyaman dan bersih pelayanan nya juga baik dan ramah di bantu staf mba andin
Rizka Dwii,1,5,nyamann menginap disini kamarnya bersih dan lengkap harper memang topp
adel Lia,1,5,kamar nya bagus banget ac nya dingin oke juga bathroom nya bersih banget semua okee banget pelayanan nya juga oke bangett baik baik staf housekeeping dan resepsionis
Septian dwi Cahya,1,5,memuaskan kamar nyaman dan bersih pelayanan baik dibantu mas ezii dan mba andin
Lailly Nuraini,5,5,pelayanannya bagus bersih nyaman deh pokoknya terima kasih kak ezii ramah banget
CHICO DWI EKTA PRASETYA,1,5,sudah sering menginap diharper dan tidak pernah kecewa pelayanan nya baik baik dibantu staf andin pada proses check keluar
Ichsan Irvansyah,2,5,pelayanan bagus sarapan cukup banyak variasinya terima kasih mbak sherly
Siti Mutiah aldawiah,1,5,kamar nya nyaman lokasi strategis pilihan menu sarapan juga banyak andin
Angelina letisha,1,5,menunya bervariasi rasanya sesuai pelayanannya ramah suasananya nyaman thank you mba nurul
Ken Awang Sinatria,5,5,sarapannya oke sih untuk setara bintang lima cukup lengkap malah aku kira bintang 4 hehe trus enak2 juga thanks mas irwan breakfast ambasador
Theresia Tiwi,2,5,sudah beberapa x nginap di hotel ini recomended sekali pelayanan baik ramah ezii
Dendy Nurrochim,36,5,room bersih view nya bagus hospitality terbaik pelayanan mba andien resepsionisnya
putra harapan,3,5,hotel yang bersih dan dekat dari pusat kota terutama pegawai hotel dengan ibu sherly terima kasih atas pelayanannya
Leoni Kambey,1,5,tempat nyaman dan sarapan enak tapi lokasi memang cukup nyempil sedikit khusus pengguna lrt bisa sampai depan lokasi langsung terima kasih irwan
Indriazel Syaputri,5,5,fasilitasnya lengkap dan breakfastnya juga mantap terimakasih untuk all staff yang ramah sekali sherly
Nur Janah,6,5,good service ms nurul makanan enak bermacam variasi nya beverage banyak pilihan enak enak thank you ms nurul
Paulus Lopes,1,5,kak andin ramah makanan nya enak dan banyak pilihan kamar nya juga bersih wangi
arietyas fat,16,5,pelayanan cepat terumata untuk breakfastnya sangat memuaskan ezii
Yolanda Parengkuan,1,5,ezii pasilitas sangat baik pelayanan hotel hampir semua nyaman para karyawannya ramah dan koperatif kami sangat sangat puas nginap di hotel harper
Restidwi Resti,1,5,untuk makanannya sejauh ini enak dan bervariasi staff nya juga ramah sherly resepsion
araina dwi rustiani,3,5,ezii kamar ny nyaman pelayanannya okee swimming poolnya syiipp deh good experience
Usmani Ni,1,5,pengalaman menginap di hotel harper cawang kamarnya bersih bed rapih tidur jdi nyaman staff responsif toilet bersih dan wangi hotel yang sangat recomended
Verawati Nurmaida,2,4,makanan enak dan berfariasi dan minuman nya juga beragam dibantu ambilkan buah oleh mba faiza thank you
greaszya key bone,1,5,hotel yang sangat bagus dan dekat dengan fasilitas mrt dan pelayanan yang di berikan sangat baik terimakasih ibu andin
galuh darmesthi,12,5,recommend banget buat yang cari hotel di sekitar jakarta timur selatan dekat dengan stasiun dan tempat2 lainnya cocok buat yang bisnis trip atau staycation pelayanan oke banget dari staf dan servis nya sarapan pagi menunya mantap dan rasanya enakk mantap banget buat kak irwan dan kak rizko mantap saat checkin dapat free upgrade room dari superior ke deluxe pasti balik lagii sih ini
Sulaiman ITGjaya99,1,5,mantap makanan dan kamarnya nyaman dan luas pelayanannya ramah mas ezii
Echa Mahesa,7,5,pelayanan baik dibantu oleh receptionist mba sherly kamar juga oke tempat dekat ke kcic
Galih Bagas,4,5,mantap luar biasa pelayanannya dan kamarnya super nyaman dan bersih terimakasih mas ezi
Delvi Hidayah,6,5,highly recommended bisa buat keperluan kerja atau buat bawa keluarga kesini makanan variatif dan enak kamar besar nyaman jg psti bakalan datang lg sih nginap sini nntinya
Job Pamungkas,129,5,dekat bandara halim pk depan hotel banyak kuliner tradisional kolam rengan fitness tidak bisa akses bus
Meysha Zaskia,1,5,menginap disini nyaman banget kamarnya bersih rapih dan kamar mandinya wangi dan lokasinya sangat strategis
Romeo valentino,2,5,hotel nya nyaman kamarnya bersih breakfast nya banyak menunya enak enak staff ramah ramah terutama ezii terima kasih sudah dibantu
Aqila Az Zahra,1,5,kamarnya sangat nyaman dan bersih makanan di restaurant nya enak serta pelayanan yang sangat ramah
Ramadhanu Mulya (Natatheco),2,5,kamar bersih dan luas pelayanan ramah makan siang dan malamnya enak ezii
Rii NEVERLUZZz',1,5,enak banget nginep disini sngat nyaman kak andin sgt informatif
Mitha Bochem,3,5,kamar bersih ac dingin pelayanannya bagus terutama mas ezii terimakasih banyak
Ferry Gunawan Tb,7,5,fasilitas oke pelayanan cukup memuaskan andin membntu saat cek keluar
Dony Indra,2,5,"Pengalaman menginap disini sangat bagus, menu sarapannya luar biasa, isiannya dipandu oleh ezi"
Ghiffari Zakawali,6,5,overall its a good terutama pelayanan yang diberikan oleh kak sherly terimakasih harper
Rizkya Salsabila,7,5,makanannya enak bersih beragam desertnya yang paling debestt pelayanna untuk fasilitas ruang rapatnya juga best dan gercep
Mirwan Arief Irfani,3,5,bagus pelayanan nya kamarnya cukup luas dan nyaman cekout dibantu mas ezii
zudan taufiq,79,5,tempat meeting favorit ruangan nyaman dan representatif makanan di resto sangat bervariasi beberapa lauk memang kurang tasty tapi masih acceptable refill makanan utama bisa lebih cepat irwan
Adinda Rachmadhani,9,5,makanannya enak enak semuaa pelayannya juga rapah banget terutama mbak nurul terima kasih harper cawang
Novie Kristianti (Oppie),2,5,service so good kamar nyaman thanks mas ezii melayani dengan baik dan dibantu take care barang
Fita Indahsari,2,5,hotelnya strategis menu breakfast banyak pilihannya menu di restonya jg enak2 kamarnya bersih cocok buat staycation ada pak irwan yang sangat komunikatif dalam melayani di restonya thank you
farrel rafie,3,5,nyaman bagus staff dan karyawan nya ramah di layani oleh mba sherly
Syaf Rizal,1,5,mantap kamar nyaman dan bersih pelayanan staff baik sangat membantu mas ezii
dwi astuti,3,5,kamarnya super duper nyaman pelayanan karyawan ramah ramah cekout divbantu oleh mas ezii reception
dody dody,1,5,ezii kindly service pelayanan oke kamar enak nyaman lokasi kebetulan deket dari kantor
ria roeslan,3,5,kamarnya bersih cukup luas anak happy banget karena bisa lihat lrt lewat yang paling oke adalah menu breakfastnya bervariasi staffnya ramah sekali terutama mba balqis
Widi Puji,7,5,terimakasih 2d2n harper mt haryono sayang sekali swimming pool lg ada perawatan mas ezii mkasih
Rizqi Mohammad Akbar,1,5,recomend hotel memuaskan untuk makanan dan kamarnya pelayanan baik andin ezii
Azhara Rosada,1,5,happy banget bisa nginap di sini tempatnya nyaman makanannya enak dan pelayanannya oke banget terima kasih juga untuk kak andin yang sudah membantu
Mira Prayuningtias,3,5,makanannya juara sih mulai dari sarapan sampai dinner semua enak enak rasanya saat porsinya juga ngenyangin favorit aku sih salad sayurnya beneran nagih ada rumput lautnya jadi teksturenya bener2 unik worth it banget buat nyobain irwan
Ruhiman Priatna,5,5,makanan banyak variasi makanan khas daerah dan enak enak thanks mba nurul atas pelayanan dan keramahannya
Defy,3,5,makanannya enak dan cozy mungkin next time akan balik lagi salah satu teamnya bernama mas irwan memberikan pelayanan yang baik selama saya breakfast
tutur Prawoto,1,5,room nyaman fasilitas nya lengkap dan dekat juga dengan stasiun lrt sherly
afrizal azhar,2,5,semuanya oke untuk makanan dan kamarnya pelayanan staff baik cekout dibantu mas purnomo mas ezii
Rico Valerie Joy Truly,4,5,makanannya enak apalagi sup jandanya the best jarang ada di hotel lain terimakasih andin
Restu Putra,2,5,untuk pelayanan dari hotel sangat memuaskan dan juga untuk area fasilitas nya seperti kolam renang nga pun bersih untuk breakfast makanya nya banyak dan juga pelayanan nya sangat baik mas irwan memberikan pelayanan yang sangat baik dan juga orang nya ramah ini bisa membuat kami nyaman untuk makan di tempat ini terimakasih
Nina Kustiani,2,5,kamar nya rapih dan bersih kamar mandii wangi pelayanan nya sangat baik sekali terima kasihh harper
Silvi,2,5,hotel ini memiliki lokasi yang strategis dan mudah dijangkau membuat peserta meeting dapat datang dengan mudah fasilitas ruang meeting yang luas dan nyaman juga membuat acara kami berjalan lancar staf hotel juga sangat profesional dan membantu dalam mengatur segala kebutuhan kami
Rani Kaniarini,4,5,sarapannya enak recomended banget nginep disini ezii
Novia Eka Ardiana,3,5,lokasinya strategis dekat dengan tj dan lrt lalu repsesionisnya kak andin pelayanannya ramah dan check innya bisa sebelum jam check ini kamarnya bersih dan wangi
Bang Mam,1,5,kamar nya bersih rapih dan pelayanan menggambarkan kenyamanan yang mantap ezii
Muhammad Fajrii,2,5,staff friendly restoran yang cozy makanannya enak enak good service ka andini thanks for experience
Siti Maysaroh,1,5,fasilitas bagus dan lokasi hotel strategis dekat stasiun kamar nya bersih serta pelayanan staff nya ramah ramah khusus nya kak ezii sudah membantu
jae kraa,2,5,tempat enak ada nasi briyani tak terasa hari keganti karna pengalaman enak sekali
Ajun Pratikno,1,5,kamarnya nyaman dan pelayanannya baik dan ramah dan sarapannya enak andin
Wida Rohasanah98,1,5,hotel yang nyaman kamar nya bersih nyaman dan wangii kamar mandi bersih dan juga amenities lengkap staff housekeeping nya ramah ramah thank you harper
Olivia Nara,2,5,cocok untuk bertemu dan kumpul dengan rekan rekan makanan dan minuman serta pelayanan nya bagus thanks mba faiza
Selvi Indriyani,3,5,recomend hotel kamar luas terdapat akses lrt memudahkan transportasi good service ezii
Monalisa Icha,2,5,semua staf ramah melayani dengan cepat mb andin jg baik dan ramah smg bisa menginap disini lg
